,Lowest distortion,A,B,Radius A [ang],Radius B [ang],Formation energy [eV/atom],Stability [eV/atom],Volume per atom [A^3/atom],Band gap [eV],a [ang],Vacancy energy [eV/O atom],Stability (log[eV/atom]),Vacancy energy (log[eV/O atom]),Magnetic moment (^2[mu_B]),Valence B_1,Valence B_2,Valence B_3,Valence B_4,Valence B_5,Valence B_element not in BV,Valence B_not balanced
4300,0,59,67,0.74,0.76,-1.439,1.729,16.16,0.0,4.323,0.396,0.7899378689801948,-1.3364276645824773,0.933156,0,0,0,0,1,0,0
4301,0,59,68,0.74,0.58,-1.347,1.388,11.017,0.0,3.805,1.145,0.4730075679161738,0.19534759832221926,0.597529,0,0,0,1,0,0,0
4302,0,59,69,0.74,0.62,-0.874,1.643,12.172,0.0,3.933,-0.91,0.7163324802879873,,0.31360000000000005,0,0,0,0,1,0,0
4303,0,59,70,0.74,0.9,-1.271,2.034,15.201,0.0,4.236,-9.407,1.0243196791954128,,0.15840400000000002,0,0,0,0,0,0,1
4304,1,59,71,0.74,0.95,-2.943,0.306,12.853,0.0,5.536,-12.815,-1.7083964419694353,,1e-06,0,0,0,0,0,0,1
4305,0,59,72,0.74,0.74,-0.727,1.803,10.663,0.0,3.764,-5.628,0.8503993967702546,,0.047524,0,0,0,0,0,0,1
4306,0,59,73,0.74,0.72,-1.62,1.436,13.872,0.0,4.109,0.504,0.5220557491609643,-0.9885043611621706,0.352836,0,0,0,1,0,0,0
4307,0,60,1,1.1,1.12,-2.061,1.509,20.243,0.0,4.66,0.939,0.5935928058645961,-0.0908029370083126,1e-06,0,0,0,0,0,1,0
4308,0,60,2,1.1,0.95,-1.327,0.566,12.985,0.0,4.019,-0.487,-0.8211260418302049,,0.0,0,0,0,0,0,0,1
4309,1,60,3,1.1,0.54,-3.448,-0.02,10.267,5.845,5.198,6.336,,2.6635723354175225,0.0,0,0,1,0,0,0,0
4310,0,60,4,1.1,0.58,-1.802,0.748,12.745,0.0,3.994,2.202,-0.4188898247744504,1.1388144689022819,0.0,0,0,1,0,0,0,0
4311,0,60,5,1.1,0.93,-1.189,0.732,13.734,0.0,4.095,-0.603,-0.4500844463780446,,0.0,0,0,0,0,0,1,0
4312,0,60,6,0.88,0.27,-2.39,0.759,8.318,2.961,3.465,5.397,-0.3978282092466207,2.4321576873105513,0.0,0,1,0,0,0,0,0
4313,1,60,7,0.88,1.35,-2.69,0.271,18.699,0.64,6.5,-6.725,-1.8836352433082153,,0.040401000000000006,0,1,0,0,0,0,0
4314,3,60,8,0.88,0.45,-2.663,0.304,9.596,0.0,3.326,-0.866,-1.7178567712185016,,0.0019359999999999998,0,1,0,0,0,0,0
4315,0,60,9,1.1,0.76,-1.418,1.099,16.631,0.0,4.365,0.902,0.13619138628714406,-0.14880066140670606,0.0,0,0,0,0,1,0,0
4316,0,60,10,0.88,1.0,-2.043,1.028,13.791,0.0,4.101,-2.782,0.0398402645317911,,0.04000000000000001,0,1,0,0,0,0,0
4317,0,60,11,0.88,0.95,-1.494,0.781,13.689,0.0,4.091,-0.941,-0.3566055465201077,,0.0,0,1,0,0,0,0,0
4318,0,60,12,1.1,0.87,-2.207,1.333,18.667,0.308,4.536,-2.959,0.41467678042688605,,0.0,0,0,0,1,0,0,0
4319,1,60,13,1.1,0.61,-2.398,0.009,10.841,0.0,5.2,2.511,-6.795859283219775,1.328262028609413,0.16080100000000003,0,0,1,0,0,0,0
4320,1,60,14,1.1,0.62,-3.064,-0.043,11.209,2.475,5.286,4.313,,2.1086917160724132,0.36,0,0,1,0,0,0,0
4322,1,60,16,1.1,0.54,-2.142,-0.04,11.072,0.0,5.23,0.77,,-0.3770696490798233,0.0,0,0,1,0,0,0,0
4323,0,60,17,0.88,1.07,-2.802,0.903,15.489,1.746,4.263,1.148,-0.14720210718122878,0.19912264201360064,0.0,0,1,0,0,0,0,0
4324,0,60,18,1.1,0.89,-2.902,0.827,14.97,1.887,4.214,4.277,-0.2740407654908124,2.0965992072142465,0.0,0,0,0,0,0,0,1
4325,0,60,19,1.1,1.06,-2.03,1.108,15.402,0.0,4.254,-2.201,0.14795788138710142,,0.011663999999999999,0,0,0,0,0,0,1
4326,1,60,20,1.1,0.65,-2.644,-0.039,11.338,1.168,5.301,3.264,,1.7066410573094084,1.0,0,0,1,0,0,0,0
4327,1,60,21,1.1,0.62,-2.833,0.015,11.149,3.981,5.285,4.521,-6.058893689053568,2.176641917656893,0.0,0,0,1,0,0,0,0
4328,0,60,22,1.1,0.94,-2.688,0.989,16.07,1.489,4.315,0.37,-0.015957573902976245,-1.434402824145775,0.0,0,0,0,0,0,0,1
4329,0,60,23,1.1,0.53,-2.107,0.523,11.618,0.0,3.873,2.859,-0.9351171484151456,1.5155106199690112,0.0,0,0,0,1,0,0,0
4330,1,60,24,1.1,0.71,-3.308,0.2,12.51,0.0,5.474,4.589,-2.321928094887362,2.1981798067501854,9e-06,0,0,0,1,0,0,0
4331,0,60,25,0.88,1.02,-1.075,0.887,14.671,0.0,4.186,-0.904,-0.17299399036102317,,0.0,0,1,0,0,0,0,0
4332,0,60,26,0.88,0.9,-2.854,0.863,15.23,1.749,4.239,1.499,-0.21256753548313206,0.5840003832857726,0.0,0,1,0,0,0,0,0
4333,0,60,27,1.1,0.8,-2.046,0.657,13.737,1.737,4.095,2.768,-0.6060347243397575,1.4688439429746376,0.0,0,0,0,0,0,0,1
4334,0,60,28,1.1,0.57,-1.54,0.719,12.356,0.0,3.953,-0.798,-0.4759363242227893,,0.0,0,0,0,0,1,0,0
4335,1,60,29,1.1,1.38,-1.907,0.45,18.124,0.0,5.962,-3.824,-1.15200309344505,,0.16000000000000003,0,0,0,0,0,0,1
4336,0,60,30,1.1,1.03,-2.329,1.307,18.381,0.0,4.513,-2.626,0.3862591411333461,,0.0,0,0,0,0,0,0,1
4337,1,60,31,1.1,0.76,-2.145,0.317,10.487,0.0,4.995,-1.235,-1.6574452545226799,,0.16000000000000003,0,0,0,0,0,0,1
4338,0,60,32,1.1,0.86,-3.044,0.717,14.289,2.003,4.149,4.647,-0.4799549759601824,2.216299644848638,0.0,0,0,0,0,0,0,1
4339,1,60,33,0.88,0.72,-2.788,0.18,11.503,0.0,5.371,-1.354,-2.473931188332412,,0.04000000000000001,0,1,0,0,0,0,0
4340,1,60,34,1.1,0.65,-2.822,0.002,11.406,0.258,5.301,3.52,-8.965784284662087,1.8155754288625725,0.6400000000000001,0,0,1,0,0,0,0
4341,0,60,35,1.1,0.61,-2.173,0.583,12.366,0.0,3.954,1.824,-0.7784322114615907,0.8671057295026547,1.6e-05,0,0,0,0,1,0,0
4342,0,60,36,1.1,1.02,-1.334,1.035,12.076,0.0,3.923,-2.714,0.04963076772460043,,0.159201,0,0,0,0,0,0,1
4343,0,60,37,1.1,0.64,-2.497,0.576,13.042,0.0,4.025,3.209,-0.7958592832197748,1.6821237896197205,1e-06,0,0,0,0,1,0,0
4344,0,60,38,1.1,0.98,-2.388,1.202,17.645,0.664,4.452,-1.764,0.26543689604909837,,0.0,0,0,0,0,0,0,1
4345,1,60,39,1.1,0.6,-2.269,0.008,10.631,0.0,5.191,1.113,-6.965784284662087,0.1544535926798724,0.039601000000000004,0,0,1,0,0,0,0
4346,0,60,40,1.1,0.86,-2.471,1.05,17.168,0.0,4.411,2.531,0.070389327891398,1.3397075074485971,0.6115240000000001,0,0,0,0,0,1,0
4347,0,60,41,1.1,0.57,-1.587,0.716,12.208,0.0,3.937,0.197,-0.4819685073978307,-2.3437324652057105,3.6e-05,0,0,0,0,0,1,0
4348,0,60,42,1.1,0.91,-2.271,0.903,17.768,0.0,4.462,2.759,-0.14720210718122878,1.464145456691186,0.08526399999999999,0,0,0,0,0,1,0
4349,0,60,43,1.1,0.78,-1.39,1.007,15.428,0.0,4.257,0.578,0.01006368334469748,-0.7908586021614084,0.0,0,0,0,1,0,0,0
4350,1,60,44,1.1,0.62,-2.07,-0.03,12.007,0.0,5.4,-0.016,,,2.5e-05,0,0,0,1,0,0,0
4351,0,60,45,1.1,0.97,-2.478,1.14,17.16,1.041,4.411,-0.382,0.18903382439001684,,0.0,0,0,0,0,0,1,0
4352,0,60,46,1.1,0.85,-2.304,1.264,18.119,0.479,4.491,-1.416,0.3379964635150159,,0.0,0,0,0,1,0,0,0
4353,0,60,47,1.1,0.67,-1.451,0.677,12.925,0.0,4.013,-0.464,-0.5627722610870902,,0.0,0,0,0,0,0,1,0
4354,0,60,48,1.1,0.83,-2.518,1.078,16.564,0.0,4.359,-0.554,0.10835717809041852,,0.8445610000000001,0,0,0,0,0,1,0
4355,1,60,49,1.1,1.52,-2.002,0.346,18.423,1.287,6.215,-3.294,-1.5311560570253624,,0.0,0,0,0,0,0,0,1
4356,0,60,50,1.1,0.58,-1.8,0.749,12.293,0.0,3.946,0.373,-0.416962376203336,-1.4227524644068492,0.026569000000000002,0,0,0,0,1,0,0
4357,0,60,51,1.1,0.6,-1.747,0.537,12.011,0.0,3.916,-0.048,-0.8970060066766743,,0.0,0,0,0,1,0,0,0
4358,0,60,52,1.1,0.57,-1.802,0.56,11.999,0.0,3.915,0.762,-0.8365012677171204,-0.392137097168765,0.015625,0,0,0,0,1,0,0
4359,0,60,53,1.1,0.76,-1.633,0.937,14.898,0.0,4.208,1.071,-0.09387904700290012,0.09895848008816877,1e-06,0,0,1,0,0,0,0
4360,1,60,54,1.1,0.75,-3.665,0.019,12.3,4.705,5.439,5.096,-5.717856771218502,2.3493652775942135,0.0,0,0,1,0,0,0,0
4361,0,60,55,1.1,0.4,-2.524,0.64,10.048,0.0,3.69,4.622,-0.6438561897747246,2.208517259805544,0.0,0,0,1,0,0,0,0
4362,0,60,56,0.88,1.22,-2.535,1.096,16.841,1.073,4.383,-0.748,0.1322477982984398,,0.0,0,1,0,0,0,0,0
4363,0,60,57,1.1,0.69,-1.904,0.811,13.819,0.0,4.103,2.278,-0.302226180444814,1.1877677470460248,0.0,0,0,0,1,0,0,0
4364,1,60,58,0.88,1.18,-2.747,0.27,16.647,0.0,5.845,-3.53,-1.8889686876112561,,0.011236,0,1,0,0,0,0,0
4365,0,60,59,1.1,0.64,-2.574,0.617,12.83,0.0,4.003,3.252,-0.6966576055126692,1.7013272574129406,1e-06,0,0,0,0,1,0,0
4366,0,60,60,1.1,0.84,-2.616,0.944,15.769,1.476,4.288,0.693,-0.08314123530024585,-0.5290727425248734,0.0,0,0,0,0,0,0,1
4367,0,60,61,1.1,0.6,-1.977,0.568,12.175,0.0,3.934,1.296,-0.8160371651574051,0.3740657182225377,0.098596,0,0,0,0,0,1,0
4368,0,60,62,1.1,0.97,-1.32,1.096,15.185,0.0,4.234,0.9,0.1322477982984398,-0.15200309344504997,4e-06,0,0,0,1,0,0,0
4369,0,60,63,1.1,0.94,-2.666,1.021,18.854,0.0,4.551,2.238,0.02998286621571431,1.1622100363143069,8.099999999999999e-05,0,0,0,1,0,0,0
4370,1,60,64,1.1,0.61,-3.326,0.015,11.554,0.0,5.318,4.797,-6.058893689053568,2.262132439539401,0.04000000000000001,0,0,0,1,0,0,0
4371,1,60,65,1.1,1.2,-2.147,0.101,14.155,1.054,5.584,0.612,-3.3075728019102923,-0.7083964419694353,1e-06,0,0,0,0,0,0,1
4372,0,60,66,0.88,1.03,-2.963,0.783,14.73,1.89,4.192,2.365,-0.35291578737104634,1.2418401835646706,0.0,0,1,0,0,0,0,0
4373,0,60,67,1.1,0.89,-2.464,1.035,16.794,0.0,4.379,1.95,0.04963076772460043,0.963474123974886,0.3091360000000001,0,0,0,1,0,0,0
4374,1,60,68,1.1,0.58,-3.132,-0.037,11.514,1.093,5.318,4.039,,2.0139981460409992,0.16000000000000003,0,0,0,1,0,0,0
4375,0,60,69,1.1,0.62,-2.094,0.666,12.425,0.0,3.961,1.37,-0.5864059175908248,0.4541758931858022,0.0,0,0,0,0,1,0,0
4376,0,60,70,1.1,0.9,-2.779,0.905,15.483,1.813,4.262,1.169,-0.1440103026915193,0.22527492986956935,0.0,0,0,0,0,0,0,1
4377,0,60,71,1.1,0.95,-2.281,0.903,13.774,0.0,4.099,-1.819,-0.14720210718122878,,0.038416000000000006,0,0,0,0,0,0,1
4378,1,60,72,0.88,0.74,-2.311,0.129,11.383,0.0,5.256,-0.127,-2.954557029238833,,0.0,0,1,0,0,0,0,0
4379,0,60,73,1.1,0.72,-2.857,0.567,14.011,0.0,4.122,4.219,-0.8185793597198583,2.076901087557264,0.0,0,0,0,1,0,0,0
4380,2,61,1,0.6,1.12,-2.235,0.32,16.243,0.516,5.908,-6.497,-1.6438561897747246,,0.16000000000000003,0,0,0,0,0,1,0
4381,3,61,2,0.6,0.95,-0.402,0.911,11.448,0.0,3.33,-7.876,-0.13447704086003626,,0.0,0,0,0,0,0,1,0
4382,0,61,3,0.6,0.54,-1.521,0.877,9.821,0.0,3.662,0.406,-0.189351252217354,-1.3004483674769107,0.636804,0,0,0,0,0,1,0
4383,0,61,4,0.6,0.52,-0.427,1.085,11.718,0.0,3.884,1.054,0.11769504266975457,0.07587486697512763,1.008016,0,0,0,0,0,1,0
4384,0,61,5,0.6,0.93,0.439,1.709,13.258,0.0,4.047,-6.59,0.7731523970140524,,0.898704,0,0,0,0,0,1,0
4385,0,61,6,0.6,0.27,-0.597,1.48,7.843,0.0,3.397,0.215,0.5655971758542251,-2.217591435072627,0.44222500000000003,0,0,0,0,0,1,0
4386,2,61,7,0.6,1.35,-2.006,0.304,18.189,0.0,6.173,-12.144,-1.7178567712185016,,0.04000000000000001,0,0,0,0,0,1,0
4387,0,61,8,0.6,0.45,-1.058,1.149,7.976,0.0,3.416,-2.501,0.20037879798402625,,0.22184099999999998,0,0,0,0,0,1,0
4388,0,61,9,0.6,0.9,-0.214,1.297,15.528,0.0,4.266,0.497,0.3751784795896123,-1.0086822430998008,0.974169,0,0,0,0,0,1,0
4389,2,61,10,0.6,1.0,-2.037,0.285,14.506,0.538,6.06,,-1.810966175609983,,0.36,0,0,0,0,0,1,0
4390,1,61,11,0.6,0.95,-1.121,0.394,12.375,0.0,5.572,-8.603,-1.3437324652057108,,0.139876,0,0,0,0,0,1,0
4391,2,61,12,0.6,0.94,-2.14,0.386,15.498,0.354,5.933,-6.743,-1.3733272473940066,,0.16000000000000003,0,0,0,0,0,1,0
4392,0,61,13,0.6,0.63,-0.368,1.15,9.859,0.0,3.667,-1.797,0.2016338611696504,,0.564001,0,0,0,0,0,1,0
4393,0,61,14,0.6,0.58,-0.987,1.019,11.009,0.0,3.804,-0.212,0.027154051503726642,,1.957201,0,0,0,0,0,1,0
4394,1,61,15,0.6,1.67,-1.72,0.083,20.259,0.0,5.42,,-3.5907448533151625,,0.04202499999999999,0,0,0,0,0,1,0
4395,1,61,16,0.6,0.68,-1.049,0.301,9.995,0.0,5.272,-4.069,-1.732164607902385,,0.057121,0,0,0,0,0,1,0
4396,0,61,17,0.6,0.99,-1.127,1.563,15.535,0.0,4.267,-5.504,0.6443177783375773,,1.3782759999999998,0,0,0,0,0,1,0
4397,0,61,18,0.6,0.89,-1.19,1.524,15.116,0.0,4.228,-5.164,0.607862902831235,,1.0100249999999997,0,0,0,0,0,1,0
4398,2,61,19,0.6,1.06,-2.167,0.362,14.492,0.0,5.75,-10.407,-1.4659383975788818,,0.04000000000000001,0,0,0,0,0,1,0
4399,0,61,20,0.6,0.67,-0.574,1.054,11.036,0.0,3.807,-1.97,0.07587486697512763,,3.222025,0,0,0,0,0,1,0
4400,0,61,21,0.6,0.62,-0.745,1.07,10.886,0.0,3.79,-1.578,0.09761079662642233,,0.6400000000000001,0,0,0,0,0,1,0
4401,0,61,22,0.6,0.94,-1.064,1.598,16.122,0.0,4.32,-5.761,0.6762674082658898,,1.4161,0,0,0,0,0,1,0
4402,0,61,23,0.6,0.63,-0.791,0.852,10.762,0.0,3.775,2.263,-0.23107466443624883,1.1782365846048053,0.992016,0,0,0,0,0,1,0
4403,0,61,24,0.6,0.71,-1.925,0.888,13.507,0.925,4.072,1.949,-0.17136841831198107,0.962734090595803,1.0,0,0,0,0,0,1,0
4404,1,61,25,0.6,1.11,-1.045,0.225,17.162,0.0,5.579,-8.7,-2.15200309344505,,0.003969,0,0,0,0,0,1,0
4405,0,61,26,0.6,0.9,-1.158,1.544,15.312,0.0,4.246,-5.353,0.6266727526059934,,1.301881,0,0,0,0,0,1,0
4406,0,61,27,0.6,0.8,-0.28,1.407,13.742,0.0,4.096,-4.734,0.49262232857444577,,0.741321,0,0,0,0,0,1,0
4407,0,61,28,0.6,0.63,-0.06,1.28,12.103,0.0,3.926,0.352,0.35614381022527536,-1.5063526660247897,0.616225,0,0,0,0,0,1,0
4408,1,61,29,0.6,1.38,-1.685,0.147,16.608,0.0,5.249,-12.599,-2.7661119398257226,,0.04080400000000001,0,0,0,0,0,1,0
4409,2,61,30,0.6,1.03,-2.237,0.384,15.148,0.323,5.756,-6.403,-1.380821783940931,,0.16000000000000003,0,0,0,0,0,1,0
4410,1,61,31,0.6,0.76,-1.657,0.19,9.255,0.0,4.781,-6.483,-2.395928676331139,,9e-06,0,0,0,0,0,1,0
4411,0,61,32,0.6,0.86,-1.302,1.444,14.614,0.0,4.181,-4.449,0.5300707422250839,,0.636804,0,0,0,0,0,1,0
4412,0,61,33,0.6,0.72,-0.782,1.417,10.541,0.0,3.749,-5.266,0.5028397582559315,,0.355216,0,0,0,0,0,1,0
4413,0,61,34,0.6,0.62,-0.791,1.043,10.948,0.0,3.797,-1.296,0.060739157857678534,,2.5600000000000005,0,0,0,0,0,1,0
4414,0,61,35,0.6,0.62,-0.972,0.831,12.171,0.0,3.933,3.431,-0.2670796178917426,1.7786291258955675,0.7938810000000001,0,0,0,0,0,1,0
4415,1,61,36,0.6,1.02,-1.583,0.261,12.66,0.0,5.42,-12.735,-1.9378782880922025,,0.07728400000000002,0,0,0,0,0,1,0
4416,0,61,37,0.6,0.68,-1.396,0.841,12.896,0.0,4.01,4.084,-0.24982229440694284,2.029982866215714,0.765625,0,0,0,0,0,1,0
4417,0,61,38,0.6,0.98,-0.883,1.693,17.367,0.0,4.428,-6.439,0.7595819732335547,,1.4424010000000003,0,0,0,0,0,1,0
4418,0,61,39,0.6,0.59,-0.255,1.262,10.06,0.0,3.691,,0.335711910320462,,1.0020009999999997,0,0,0,0,0,1,0
4419,0,61,40,0.6,0.86,-1.357,1.38,16.322,0.0,4.338,-2.154,0.4646682670034443,,2.1609,0,0,0,0,0,1,0
4420,0,61,41,0.6,0.57,-0.263,1.106,11.944,0.0,3.909,0.916,0.14535138557262012,-0.12658049656514303,0.4489000000000001,0,0,0,0,0,1,0
4421,0,61,42,0.6,0.91,-1.468,0.901,16.628,0.0,4.365,4.073,-0.15040098884854844,2.026091814341328,0.772641,0,0,0,0,0,1,0
4422,2,61,43,0.6,0.99,-1.202,0.347,15.55,0.0,5.733,,-1.5269924320838262,,0.04000000000000001,0,0,0,0,0,1,0
4423,0,61,44,0.6,0.75,0.128,1.409,12.148,0.0,3.931,-4.531,0.4946716116475496,,0.744769,0,0,0,0,0,1,0
4424,0,61,45,0.6,0.97,-0.938,1.665,17.004,0.0,4.397,-6.253,0.7355221772965375,,1.4376010000000001,0,0,0,0,0,1,0
4425,0,61,46,0.6,0.92,-0.835,1.719,17.717,0.0,4.458,-6.587,0.7815695448159741,,1.4424010000000003,0,0,0,0,0,1,0
4426,0,61,47,0.6,0.67,0.154,1.424,12.524,0.0,3.971,-1.353,0.5099491463043107,,0.801025,0,0,0,0,0,1,0
4427,0,61,48,0.6,0.83,-0.982,1.599,16.202,0.0,4.327,-5.615,0.6771699388182449,,0.541696,0,0,0,0,0,1,0
4428,1,61,49,0.6,1.52,-1.703,0.117,18.037,0.0,5.19,-18.167,-3.095419565078682,,0.04000000000000001,0,0,0,0,0,1,0
4429,0,61,50,0.6,0.57,-0.612,0.923,11.994,0.0,3.914,2.227,-0.11559744701631275,1.1551015581257025,0.693889,0,0,0,0,0,1,0
4430,0,61,51,0.6,0.61,-0.119,1.212,11.908,0.0,3.905,-2.31,0.27738969881086384,,0.5285289999999999,0,0,0,0,0,1,0
4431,0,61,52,0.6,0.62,-0.296,1.104,11.855,0.0,3.899,1.727,0.14274017211608214,0.7882680828668374,1.0201,0,0,0,0,0,1,0
4432,0,61,53,0.6,0.68,-0.53,1.025,13.5,0.0,4.072,2.076,0.035623909730721215,1.053806443695794,0.8854809999999999,0,0,0,0,0,1,0
4433,0,61,54,0.6,0.75,-1.409,1.26,12.796,0.0,4.0,-3.031,0.3334237337251918,,0.6384010000000001,0,0,0,0,0,1,0
4434,0,61,55,0.6,0.4,-1.367,0.987,9.477,0.0,3.619,4.624,-0.0188780102056894,2.2091413978385916,1.0,0,0,0,0,0,1,0
4435,0,61,56,0.6,0.96,-0.969,1.647,16.8,0.0,4.38,-6.107,0.7198405550642678,,1.425636,0,0,0,0,0,1,0
4436,0,61,57,0.6,0.69,-0.756,0.927,13.115,0.571,4.033,2.883,-0.10935875603655622,1.5275708368328196,1.0,0,0,0,0,0,1,0
4437,2,61,58,0.6,1.18,-2.028,0.267,16.585,0.0,6.245,-12.187,-1.905088352974533,,0.04000000000000001,0,0,0,0,0,1,0
4438,0,61,59,0.6,0.68,-1.579,0.867,12.659,0.0,3.985,4.418,-0.20589610144025206,2.143393418693188,0.719104,0,0,0,0,0,1,0
4439,0,61,60,0.6,0.84,-0.964,1.581,15.814,0.0,4.292,-5.648,0.6608373676962838,,1.4376010000000001,0,0,0,0,0,1,0
4440,0,61,61,0.6,0.6,-0.634,0.897,11.877,0.0,3.901,2.454,-0.15682010974282581,1.2951352490008181,0.6432040000000001,0,0,0,0,0,1,0
4441,0,61,62,0.6,0.77,-0.242,1.168,14.445,0.0,4.165,1.191,0.2240402742179301,0.252173413202027,0.913936,0,0,0,0,0,1,0
4442,0,61,63,0.6,0.94,-1.642,1.41,18.745,0.0,4.542,-1.326,0.49569516262406876,,1.0140489999999998,0,0,0,0,0,1,0
4443,0,61,64,0.6,0.71,-1.681,0.775,11.572,0.562,3.868,1.36,-0.3677317845004871,0.4436066514756148,1.0,0,0,0,0,0,1,0
4444,1,61,65,0.6,1.2,-1.284,0.179,17.253,0.0,5.492,-7.439,-2.4819685073978306,,0.0484,0,0,0,0,0,1,0
4445,0,61,66,0.6,0.96,-1.237,1.494,15.023,0.0,4.219,-4.907,0.5791801481271501,,0.8281000000000001,0,0,0,0,0,1,0
4446,0,61,67,0.6,0.85,-1.541,1.261,19.001,0.0,4.563,-0.303,0.3345682756661327,,1.3712410000000002,0,0,0,0,0,1,0
4447,0,61,68,0.6,0.64,-1.206,0.874,11.127,0.0,3.817,0.505,-0.1942948151614887,-0.98564470702293,1.420864,0,0,0,0,0,1,0
4448,0,61,69,0.6,0.63,-1.022,0.934,12.19,0.0,3.935,3.392,-0.09850554495242504,1.7621361699011122,0.737881,0,0,0,0,0,1,0
4449,0,61,70,0.6,0.9,-1.091,1.579,15.853,0.0,4.296,-5.568,0.6590111711981499,,1.225449,0,0,0,0,0,1,0
4450,1,61,71,0.6,0.95,-2.156,0.345,12.456,0.0,5.481,-9.763,-1.5353317329965557,,0.10562500000000001,0,0,0,0,0,1,0
4451,0,61,72,0.6,0.74,-0.202,1.478,10.967,0.0,3.799,-5.568,0.5636462694840638,,0.605284,0,0,0,0,0,1,0
4452,0,61,73,0.6,0.72,-1.736,0.954,14.06,0.841,4.127,3.573,-0.06793882865657555,1.837135913923183,1.0,0,0,0,0,0,1,0
4453,0,62,1,0.77,1.12,-1.138,1.236,19.929,0.0,4.636,-4.092,0.3056787432422875,,6.4e-05,0,0,0,0,0,1,0
4454,1,62,2,0.77,0.95,-0.828,0.147,13.484,0.0,5.65,-3.908,-2.7661119398257226,,,0,0,0,0,0,0,1
4455,1,62,3,0.77,0.54,-1.869,0.348,10.707,0.0,5.331,2.575,-1.5228407888133588,1.3645724322958561,,0,0,0,0,0,0,1
4456,0,62,4,0.77,0.52,-0.523,0.785,12.585,0.0,3.978,-0.792,-0.34923544088309766,,,0,0,0,0,0,0,1
4457,0,62,5,0.77,0.93,0.136,1.028,13.841,0.0,4.106,-0.374,0.0398402645317911,,,0,0,0,0,0,1,0
4458,0,62,6,0.77,0.27,-0.659,1.238,8.683,0.0,3.515,0.384,0.30801131455217756,-1.380821783940931,,0,0,0,0,0,0,1
4459,1,62,7,0.77,1.35,-2.151,0.034,19.713,3.553,6.303,-11.292,-4.878321443411748,,,0,0,0,0,0,0,1
4460,0,62,8,0.77,0.45,-1.247,0.719,8.771,0.0,3.526,0.859,-0.4759363242227893,-0.21926996352362352,,0,0,0,0,0,0,1
4461,0,62,9,0.97,0.76,-0.437,0.931,15.991,0.0,4.308,-1.84,-0.10314692710329325,,,0,0,0,0,1,0,0
4462,0,62,10,0.77,1.0,-0.681,1.549,14.676,0.0,4.187,-8.469,0.6313371441274813,,,0,0,0,0,0,0,1
4463,0,62,11,0.77,0.95,-0.091,1.268,14.176,0.0,4.138,-6.257,0.34255474547732023,,,0,0,0,0,0,0,1
4464,0,62,12,0.97,0.87,-1.107,1.313,19.056,0.0,4.567,-7.427,0.3928669162307998,,0.0,0,0,0,1,0,0,0
4465,0,62,13,0.97,0.53,-0.626,0.652,10.514,0.0,3.746,1.913,-0.6170561304310094,0.9358368736840253,8.099999999999999e-05,0,0,0,1,0,0,0
4466,0,62,14,0.97,0.55,-1.264,0.561,11.61,0.0,3.872,2.348,-0.8339273240532941,1.231432408447965,0.3364,0,0,0,1,0,0,0
4467,1,62,15,0.77,1.67,-1.388,0.176,23.232,0.302,6.235,-11.316,-2.5063526660247897,,,0,0,0,0,0,0,1
4468,0,62,16,0.77,0.68,-0.393,0.709,10.84,0.0,3.784,-1.402,-0.49614246742257095,,,0,0,0,0,0,0,1
4469,0,62,17,0.77,0.99,-1.503,1.054,16.181,0.0,4.325,-5.128,0.07587486697512763,,0.0,0,0,0,0,0,0,1
4470,0,62,18,0.77,0.89,-1.576,0.998,15.675,0.0,4.28,-4.578,-0.0028882793248265117,,0.0,0,0,0,0,0,0,1
4471,1,62,19,0.77,1.06,-2.343,-0.162,15.717,3.278,5.827,-9.104,,,0.0,0,0,0,0,0,0,1
4472,0,62,20,0.97,0.59,-0.808,0.615,11.754,0.0,3.888,-0.992,-0.701341684435485,,0.9044009999999999,0,0,0,1,0,0,0
4473,0,62,21,0.77,0.62,-1.029,0.606,11.446,0.0,3.854,0.277,-0.7226103011891362,-1.8520421186128986,,0,0,0,0,0,0,1
4474,0,62,22,0.77,0.94,-1.42,1.126,16.745,0.0,4.375,-5.705,0.1712068274181424,,2.5e-05,0,0,0,0,0,0,1
4475,0,62,23,0.97,0.53,-0.851,0.676,11.607,0.0,3.872,1.866,-0.5649048483799026,0.8999489861896718,,0,0,0,1,0,0,0
4476,0,62,24,0.97,0.71,-2.079,0.614,14.002,0.0,4.122,2.379,-0.7036894392919077,1.2503552717630475,0.0,0,0,0,1,0,0,0
4477,1,62,25,0.77,1.11,-0.966,0.014,15.598,2.147,6.005,-6.062,-6.158429362604483,,,0,0,0,0,0,0,1
4478,0,62,26,0.77,0.9,-1.541,1.025,15.929,0.0,4.302,-4.832,0.035623909730721215,,0.0,0,0,0,0,0,0,1
4479,0,62,27,0.77,0.8,-0.653,0.882,14.253,0.0,4.146,-3.312,-0.18114943910456646,,,0,0,0,0,0,0,1
4480,0,62,28,0.97,0.63,-0.313,0.786,12.569,0.0,3.976,0.617,-0.34739878240348054,-0.6966576055126692,1e-06,0,0,0,1,0,0,0
4481,1,62,29,0.77,1.38,-1.338,0.147,17.478,0.0,6.065,-4.898,-2.7661119398257226,,,0,0,0,0,0,0,1
4482,0,62,30,0.77,1.03,-1.246,1.292,18.539,0.0,4.526,-6.948,0.3696060700318379,,0.016129,0,0,0,0,0,0,1
